legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=749&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=754&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=759&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=764&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=769&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=774&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3fcb5fc39a3f48d550a13c6a20bd92b360ec7b65,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=779&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e255e142299e7b62e25690084deb0bb49408f332,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=784&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/06d1ac8df445fdad9cabf6a632e3c4363258b6ee,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=789&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/42ba96f71987cc30cb19107d18eb0649ee492636,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=794&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=807&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=820&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=829&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=838&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f02304a5117f7e8cc52916b2995eee7d5cd3bdf7,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=843&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=848&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=853&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/98b07de6dca4ad402a37385c485fb6999d5c3323,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=858&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/fcd7b006a2ccb75e9d55f0e15b1756f3a87079e9,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=863&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e7a01529a67d2e176caece591f7981360e4805ff,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=868&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e7a01529a67d2e176caece591f7981360e4805ff,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=873&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e973955577670d4ea61bd906a517dd878118831f,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=882&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d0d4d97dd90ffb84dc80c08ad38dbb6eaf83b0fa,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=887&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e7558238c56779a33c10c7770146c9f7017bd375,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=896&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d022de529fe9c4e48c5bf2c4652af466b87b3af6,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=909&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ad6778fc1e386c13476d2051b66e504deddd77d7,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=918&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9864659d131f5853c5c595c40be3adac9e56f2d9,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=923&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/edaa9d68e318711d183689d070ec145da123c768,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=940&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=961&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6d032a5579b0dd9ef150e1d93528463960040d95,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=970&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/959c0d9393ada51bef2817e8db59c54b487d2262,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=979&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/959c0d9393ada51bef2817e8db59c54b487d2262,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=984&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/28e179e98ded1fda52f4c0c570e252ee83a7e709,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=989&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=994&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1003&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/959c0d9393ada51bef2817e8db59c54b487d2262,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1012&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ae22c94ae3eb5d4d4e7ccfdb5cfc086e37e1658c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1013&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/adc000b103f864f06d51740c630158e411050fa1,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1018&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/300d21c729a7df172ac9f070a9b7485e88f8b038,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1019&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8d7521a7a170e8ac85e5da1dd301ca17c0c24d71,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1028&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/0a6fa9cbeb5ba8ba1eecd18bd2e8c2f28145f2c9,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1037&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9042045b07cea65fac66d1763d8fcc92b235b906,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1038&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b2fc16c210f999a553d13a88a76211d8a8cbd583,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1043&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/a78bba8b99dcc3da6728b2ab918aebe4d8411e64,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1044&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/39c267d9d6655665608d4e1a6dd7d33a17e93e8d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1049&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3ba705421037a3956e500eec0062dec52829cea4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1050&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/aa57141f525e4c01f137d26858f1477e6d6a0a8c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1071&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/2cf9dcb700d1e35a5125093d4f22ff6952d4ebd0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1076&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1081&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1086&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1091&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=1100&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
